,U239,Np239,Pu239,Pu240,Pu241,Pu242
A_3321,2.75597e-06,0.000398789,0.00523511,0.000237333,1.09869e-05,2.15509e-07
A_3322,4.37719e-06,0.000633897,0.00410861,0.000140917,5.20651e-06,7.96058e-08
A_3323,5.16622e-06,0.000746692,0.0034409,0.00011362,3.61559e-06,4.80559e-08
A_3324,3.6193e-06,0.000524119,0.00478027,0.000190238,7.97409e-06,1.38659e-07
A_3325,3.17914e-06,0.000459988,0.00552235,0.000258206,1.26793e-05,2.63669e-07
A_3326,4.63812e-06,0.000671907,0.00420763,0.000162499,6.28535e-06,1.01897e-07
A_3327,4.01425e-06,0.000581657,0.00391416,0.000120095,4.16787e-06,5.97498e-08
A_3328,2.39515e-06,0.000346619,0.00505135,0.000223227,1.00262e-05,1.89501e-07
A_3329,2.88172e-06,0.000417061,0.00456064,0.00017851,7.17999e-06,1.20619e-07
A_3330,4.46743e-06,0.000646963,0.00550977,0.000249428,1.23279e-05,2.5757e-07
A_3331,3.60849e-06,0.000522344,0.00493051,0.000223589,9.98649e-06,1.88205e-07
A_3332,2.12533e-06,0.000307763,0.00413992,0.000138464,4.96341e-06,7.3222e-08
A_3333,2.56149e-06,0.000370827,0.00445629,0.000165148,6.32941e-06,1.00738e-07
A_3334,4.03731e-06,0.000584397,0.00520556,0.000249449,1.16362e-05,2.28842e-07
A_3335,4.85787e-06,0.000703555,0.00467019,0.000179928,7.54088e-06,1.31509e-07
A_3336,3.26389e-06,0.000472963,0.00369448,0.000120509,3.98196e-06,5.43048e-08
A_3337,4.55453e-06,0.000659007,0.00389709,0.000133793,4.82689e-06,7.29396e-08
A_3338,3.07758e-06,0.000445386,0.00520106,0.000235065,1.0777e-05,2.07437e-07
A_3339,2.28892e-06,0.000331116,0.00574306,0.000283103,1.43781e-05,3.10878e-07
A_3340,3.90052e-06,0.000564944,0.00463144,0.000205653,8.49635e-06,1.47047e-07
A_3341,4.29495e-06,0.000621519,0.00377291,0.000128244,4.3315e-06,6.04695e-08
A_3342,2.66591e-06,0.000385761,0.00492766,0.000209038,9.17754e-06,1.69854e-07
A_3343,3.52079e-06,0.000509569,0.00549936,0.000266628,1.29697e-05,2.6748e-07
A_3344,5.01367e-06,0.000726124,0.00419727,0.000148827,5.70226e-06,9.1325e-08
A_3345,4.97719e-06,0.000720664,0.00530994,0.000244555,1.16942e-05,2.35231e-07
A_3346,3.40141e-06,0.000492551,0.00440472,0.000151115,5.97259e-06,9.80492e-08
A_3347,2.70861e-06,0.000392279,0.00404493,0.000142086,4.98785e-06,7.20275e-08
A_3348,4.1996e-06,0.000607952,0.00487451,0.000200641,8.73012e-06,1.60342e-07
A_3349,3.7402e-06,0.000541315,0.00506369,0.000224608,1.03417e-05,2.01263e-07
A_3350,2.2693e-06,0.00032858,0.00428575,0.000159042,5.90312e-06,9.04451e-08
A_3351,3.03362e-06,0.00043936,0.00364023,0.000107179,3.42858e-06,4.54336e-08
A_3352,4.64372e-06,0.00067242,0.00460839,0.000188767,7.79125e-06,1.34787e-07
A_3353,3.30437e-06,0.000478497,0.00523506,0.000223289,1.02185e-05,1.94388e-07
A_3354,4.80757e-06,0.000696424,0.00386948,0.000134333,4.71746e-06,6.88848e-08
A_3355,4.02694e-06,0.000583194,0.00451871,0.000171958,6.85989e-06,1.14017e-07
A_3356,2.43703e-06,0.00035258,0.0056233,0.000293945,1.4712e-05,3.13504e-07
A_3357,2.06248e-06,0.000298464,0.00492964,0.000214573,9.30004e-06,1.68683e-07
A_3358,3.68794e-06,0.000534347,0.00378543,0.000121521,4.06368e-06,5.62396e-08
A_3359,4.35738e-06,0.000630855,0.00412874,0.000153642,5.80835e-06,9.15735e-08
A_3360,2.84441e-06,0.000411579,0.00542526,0.000232335,1.10783e-05,2.21525e-07
A_3361,2.3726e-06,0.000343609,0.00395088,0.000124522,4.2894e-06,6.0863e-08
A_3362,3.8315e-06,0.000554658,0.00473354,0.000197944,8.49273e-06,1.52799e-07
A_3363,4.69905e-06,0.000680354,0.0052917,0.000239001,1.13372e-05,2.26723e-07
A_3364,3.12939e-06,0.000453067,0.00436428,0.000173624,6.7642e-06,1.09902e-07
A_3365,3.49059e-06,0.0005054,0.00401908,0.000149372,5.35722e-06,7.95646e-08
A_3366,5.08905e-06,0.000737036,0.00498795,0.000218265,9.82646e-06,1.86733e-07
A_3367,4.253e-06,0.000615698,0.00549718,0.000276443,1.38369e-05,2.93207e-07
A_3368,2.77871e-06,0.000402175,0.0047614,0.000181824,7.52475e-06,1.28541e-07
A_3369,3.7601e-06,0.000544566,0.00423432,0.000154423,5.75542e-06,8.87945e-08
A_3370,2.16042e-06,0.000312603,0.00539082,0.000240842,1.14941e-05,2.31437e-07
A_3371,2.94e-06,0.000425679,0.00479561,0.000208267,8.8557e-06,1.56843e-07
A_3372,4.4471e-06,0.000644012,0.00350184,0.000107001,3.44063e-06,4.57451e-08
A_3373,4.89462e-06,0.000708942,0.00433317,0.000164763,6.4958e-06,1.07892e-07
A_3374,3.38583e-06,0.000489904,0.0056413,0.000277804,1.36934e-05,2.83934e-07
A_3375,2.52192e-06,0.00036492,0.00506086,0.00020081,8.97871e-06,1.68011e-07
A_3376,4.14989e-06,0.000601126,0.00390537,0.000133289,4.64093e-06,6.7151e-08
A_3377,2.39478e-06,0.00034661,0.00409997,0.000145401,5.28485e-06,7.9564e-08
A_3378,3.98325e-06,0.000576585,0.00508052,0.000215473,9.79e-06,1.87784e-07
A_3379,4.7208e-06,0.000683439,0.00544336,0.000276893,1.36965e-05,2.89212e-07
A_3380,3.23687e-06,0.000468472,0.0046803,0.000179615,7.28617e-06,1.2324e-07
A_3381,2.85071e-06,0.000412736,0.00389296,0.00013,4.44078e-06,6.26257e-08
A_3382,4.33874e-06,0.000628123,0.00470318,0.000218536,9.31629e-06,1.67183e-07
A_3383,3.63452e-06,0.000526105,0.00545159,0.000241991,1.15336e-05,2.30619e-07
A_3384,2.05594e-06,0.000297508,0.00449626,0.000176337,6.93315e-06,1.13383e-07
A_3385,4.15308e-06,0.000601441,0.00436213,0.00016223,6.39705e-06,1.05697e-07
A_3386,2.63118e-06,0.000380735,0.00561557,0.000271094,1.33247e-05,2.75879e-07
A_3387,3.29942e-06,0.000477589,0.00484784,0.000207928,9.19516e-06,1.71699e-07
A_3388,5.00055e-06,0.00072379,0.00376755,0.000136563,4.73642e-06,6.83648e-08
A_3389,4.62199e-06,0.000669512,0.00411655,0.000149934,5.50545e-06,8.36041e-08
A_3390,2.99747e-06,0.000433783,0.00527945,0.000236525,1.11201e-05,2.2002e-07
A_3391,2.24871e-06,0.000325465,0.00487792,0.000205096,8.76927e-06,1.57063e-07
A_3392,3.76866e-06,0.000545297,0.00358841,0.000105065,3.39336e-06,4.54092e-08
A_3393,4.41713e-06,0.000639597,0.00517175,0.000220018,1.03208e-05,2.05406e-07
A_3394,2.94248e-06,0.000425853,0.00436296,0.00015964,6.07969e-06,9.55989e-08
A_3395,2.14648e-06,0.000310856,0.0038734,0.00012025,4.03387e-06,5.54391e-08
A_3396,3.76608e-06,0.000545256,0.00487209,0.000207163,8.81752e-06,1.56786e-07
A_3397,4.07506e-06,0.000589679,0.00549375,0.000276746,1.35745e-05,2.82843e-07
A_3398,2.50936e-06,0.000363132,0.00459314,0.000182452,7.43647e-06,1.27252e-07
A_3399,3.35085e-06,0.00048538,0.0040633,0.000142865,5.08731e-06,7.50041e-08
A_3400,4.83391e-06,0.000699672,0.00489859,0.000200231,8.87429e-06,1.64929e-07
A_3401,3.09542e-06,0.000448066,0.00494426,0.000213044,9.28906e-06,1.70265e-07
A_3402,4.75933e-06,0.000688973,0.00379162,0.000121686,4.13388e-06,5.82965e-08
A_3403,3.85854e-06,0.00055877,0.00429928,0.000178051,6.95375e-06,1.13608e-07
A_3404,2.33899e-06,0.000338448,0.0055735,0.000262864,1.28541e-05,2.65224e-07
A_3405,2.73496e-06,0.000395834,0.00529927,0.000234818,1.0909e-05,2.13266e-07
A_3406,4.26704e-06,0.000617545,0.00401765,0.000145337,5.23393e-06,7.85558e-08
A_3407,5.04397e-06,0.000730583,0.00449133,0.000167391,6.82465e-06,1.16255e-07
A_3408,3.42624e-06,0.000495734,0.00556619,0.000281886,1.4299e-05,3.10765e-07
A_3409,3.58595e-06,0.000519383,0.00421203,0.000140402,5.19427e-06,7.98417e-08
A_3410,5.04742e-06,0.000730698,0.00499271,0.000219215,9.96683e-06,1.90466e-07
A_3411,4.33605e-06,0.000627507,0.0046222,0.000180099,7.43055e-06,1.28162e-07
A_3412,2.72823e-06,0.00039496,0.00361969,0.000118945,3.86408e-06,5.19405e-08
A_3413,2.38005e-06,0.000344436,0.00452997,0.000181876,7.19042e-06,1.18214e-07
A_3414,3.96306e-06,0.000573794,0.00547975,0.000257438,1.25233e-05,2.56619e-07
A_3415,4.66484e-06,0.000675365,0.00476979,0.000209376,9.1276e-06,1.6882e-07
A_3416,3.17915e-06,0.000460574,0.00395599,0.000126888,4.41001e-06,6.31586e-08
A_3417,4.95395e-06,0.000716403,0.0036038,0.000118082,3.87781e-06,5.29619e-08
A_3418,3.29773e-06,0.000477513,0.00476399,0.000196049,8.47168e-06,1.53468e-07
A_3419,2.60562e-06,0.000377042,0.00548178,0.000279783,1.34695e-05,2.73481e-07
A_3420,4.11251e-06,0.000595493,0.00420462,0.000152384,5.75793e-06,9.02636e-08
A_3421,3.73084e-06,0.00054015,0.00397644,0.000137331,4.93086e-06,7.35237e-08
A_3422,2.19909e-06,0.000318216,0.00523456,0.000240577,1.09889e-05,2.10407e-07
A_3423,2.954e-06,0.000427354,0.0056634,0.000256369,1.27469e-05,2.68429e-07
A_3424,4.60553e-06,0.000667018,0.00453733,0.000179219,7.19552e-06,1.20727e-07
A_3425,3.89682e-06,0.000564031,0.0052115,0.000228804,1.04437e-05,1.99037e-07
A_3426,2.29231e-06,0.000331709,0.00423422,0.000142101,5.26934e-06,8.06236e-08
A_3427,3.08319e-06,0.000446474,0.00470561,0.000198093,8.21781e-06,1.42304e-07
A_3428,4.54114e-06,0.000657187,0.00546615,0.000259017,1.28758e-05,2.72328e-07
A_3429,4.9864e-06,0.000721909,0.00470784,0.000197115,8.4705e-06,1.53226e-07
A_3430,3.49506e-06,0.000506206,0.003863,0.000133895,4.54967e-06,6.33633e-08
A_3431,2.63121e-06,0.000380788,0.00437856,0.0001594,6.21515e-06,1.00951e-07
A_3432,4.21767e-06,0.00061067,0.00531525,0.000256893,1.23594e-05,2.51139e-07
A_3433,2.10891e-06,0.000305097,0.00572672,0.000269902,1.3557e-05,2.89403e-07
A_3434,3.61693e-06,0.000523761,0.00444169,0.000174106,6.92273e-06,1.15038e-07
A_3435,4.54593e-06,0.000658154,0.00395685,0.000130686,4.54907e-06,6.54375e-08
A_3436,2.85646e-06,0.000413439,0.00505475,0.000233046,1.04627e-05,1.97885e-07
A_3437,3.20854e-06,0.000464267,0.00522971,0.000245047,1.14959e-05,2.27677e-07
A_3438,4.84784e-06,0.000701811,0.00410632,0.000146348,5.47189e-06,8.5134e-08
A_3439,4.03727e-06,0.000584889,0.00361417,0.000114886,3.75132e-06,5.06342e-08
A_3440,2.49886e-06,0.000361752,0.00493428,0.000181555,7.74232e-06,1.37225e-07
A_3441,3.29205e-06,0.000476907,0.00359777,0.000108946,3.50416e-06,4.66612e-08
A_3442,4.90446e-06,0.000710342,0.00456489,0.000191348,7.91132e-06,1.37664e-07
A_3443,4.10117e-06,0.000593694,0.00517683,0.00022162,1.03327e-05,2.04024e-07
A_3444,2.59608e-06,0.000375886,0.00433969,0.000157649,5.94817e-06,9.23428e-08
A_3445,2.20345e-06,0.00031888,0.0040947,0.000143969,5.12876e-06,7.53537e-08
A_3446,3.6704e-06,0.000531366,0.00489064,0.000199336,8.72851e-06,1.6087e-07
A_3447,4.56783e-06,0.000661284,0.00546449,0.000273809,1.3291e-05,2.72436e-07
A_3448,2.95359e-06,0.000427608,0.00451094,0.000175958,7.08481e-06,1.18161e-07
A_3449,5.09636e-06,0.000737843,0.00411895,0.000169968,6.45261e-06,1.02378e-07
A_3450,3.55495e-06,0.000514524,0.00540511,0.000249292,1.1875e-05,2.38914e-07
A_3451,2.72153e-06,0.000393831,0.00486118,0.000207594,8.92824e-06,1.61446e-07
A_3452,4.35586e-06,0.000630386,0.00370929,0.000117496,3.93149e-06,5.45502e-08
A_3453,4.00957e-06,0.000580752,0.00466414,0.000172869,7.0151e-06,1.18285e-07
A_3454,2.36072e-06,0.000341511,0.00569938,0.000286452,1.44624e-05,3.11553e-07
A_3455,3.17082e-06,0.000458836,0.00519922,0.000227378,1.04167e-05,2.00209e-07
A_3456,4.67595e-06,0.000676752,0.00387763,0.000137564,4.85265e-06,7.11379e-08
A_3457,3.58525e-06,0.000518723,0.00558903,0.00028768,1.45391e-05,3.12784e-07
A_3458,2.08818e-06,0.000302204,0.00482396,0.000188846,7.88551e-06,1.37043e-07
A_3459,2.85747e-06,0.000413516,0.00418495,0.000149452,5.51779e-06,8.38119e-08
A_3460,4.4538e-06,0.000645123,0.00515169,0.000218639,1.00842e-05,1.9446e-07
A_3461,4.78035e-06,0.000692101,0.00530162,0.000236014,1.1245e-05,2.26306e-07
A_3462,3.1713e-06,0.000459078,0.00430536,0.000168377,6.57295e-06,1.07237e-07
A_3463,2.50631e-06,0.000362938,0.00401409,0.000136373,4.76551e-06,6.87486e-08
A_3464,3.97967e-06,0.000576253,0.00479603,0.000216879,9.38521e-06,1.70704e-07
A_3465,2.27207e-06,0.000328703,0.00517109,0.000223944,1.0153e-05,1.93183e-07
A_3466,3.9167e-06,0.000567464,0.00402673,0.000147127,5.21947e-06,7.67494e-08
A_3467,4.57056e-06,0.0006618,0.0043689,0.000162701,6.48108e-06,1.08028e-07
A_3468,3.04882e-06,0.000441207,0.00561013,0.000270819,1.3371e-05,2.78554e-07
A_3469,3.48064e-06,0.000503912,0.00485901,0.000203406,8.67121e-06,1.55505e-07
A_3470,4.98468e-06,0.000721722,0.00352539,0.000101697,3.29642e-06,4.43197e-08
A_3471,4.23161e-06,0.000612782,0.00418707,0.00015407,5.75153e-06,8.89203e-08
A_3472,2.61218e-06,0.000377956,0.00529149,0.000238138,1.13222e-05,2.27367e-07
A_3473,2.74279e-06,0.000397173,0.00468746,0.000195545,8.01338e-06,1.36718e-07
A_3474,4.22916e-06,0.000612126,0.00548441,0.000258592,1.27634e-05,2.67134e-07
A_3475,5.03453e-06,0.000728989,0.00491334,0.000211497,9.3669e-06,1.74221e-07
A_3476,3.45733e-06,0.000500827,0.00398623,0.000131384,4.70142e-06,6.99414e-08
A_3477,3.10184e-06,0.000449278,0.00434179,0.000155606,5.95566e-06,9.44617e-08
A_3478,4.80626e-06,0.000696293,0.00539959,0.000257464,1.22311e-05,2.44193e-07
A_3479,3.84789e-06,0.000557015,0.00474472,0.000198019,8.45196e-06,1.5193e-07
A_3480,2.35464e-06,0.000341065,0.00391384,0.000136711,4.59509e-06,6.36853e-08
A_3481,4.07936e-06,0.000591241,0.00382293,0.000124114,4.2422e-06,5.98159e-08
A_3482,2.48172e-06,0.00035911,0.00496,0.000227705,1.01279e-05,1.89255e-07
A_3483,3.30872e-06,0.000478908,0.00553048,0.000254773,1.24637e-05,2.57786e-07
A_3484,4.84018e-06,0.000700602,0.00425683,0.000162842,6.28369e-06,1.01609e-07
A_3485,4.43881e-06,0.000642635,0.00345971,0.000107471,3.41522e-06,4.49568e-08
A_3486,2.91366e-06,0.00042172,0.00478765,0.000176332,7.3365e-06,1.27377e-07
A_3487,2.12136e-06,0.000306945,0.00531921,0.000247695,1.15337e-05,2.26958e-07
A_3488,3.75464e-06,0.000543855,0.00421947,0.000148652,5.53179e-06,8.48962e-08
A_3489,4.83408e-06,0.000700151,0.0047097,0.000184592,7.7155e-06,1.34415e-07
A_3490,3.21818e-06,0.000466277,0.00372167,0.000123635,4.09005e-06,5.57872e-08
A_3491,2.42948e-06,0.000351785,0.00436955,0.000144698,5.49018e-06,8.62806e-08
A_3492,3.92235e-06,0.000567778,0.00516898,0.000231533,1.07192e-05,2.1001e-07
A_3493,4.3489e-06,0.00062967,0.00490127,0.000218379,9.71097e-06,1.82316e-07
A_3494,2.85403e-06,0.000412992,0.00409642,0.000133706,4.75329e-06,6.95096e-08
A_3495,3.53004e-06,0.000511137,0.00440227,0.00017666,7.01465e-06,1.15631e-07
A_3496,5.1386e-06,0.00074399,0.00536568,0.000253338,1.22871e-05,2.53981e-07
A_3497,3.00735e-06,0.000435183,0.00545008,0.00027451,1.32594e-05,2.7109e-07
A_3498,4.5247e-06,0.000654909,0.00420621,0.00015393,5.88428e-06,9.36495e-08
A_3499,3.84158e-06,0.000556514,0.00383502,0.000127601,4.30862e-06,5.99734e-08
A_3500,2.22541e-06,0.000322025,0.00501794,0.000209766,9.28307e-06,1.72628e-07
A_3501,2.55069e-06,0.000368939,0.00561807,0.000255542,1.28753e-05,2.75503e-07
A_3502,4.17577e-06,0.000604756,0.00456226,0.000182638,7.45762e-06,1.27335e-07
A_3503,4.93395e-06,0.000714372,0.00390061,0.000135007,4.86497e-06,7.29795e-08
A_3504,3.40972e-06,0.000493429,0.00518606,0.000237085,1.08485e-05,2.07514e-07
A_3505,4.80414e-06,0.000695635,0.00479495,0.000211381,9.2368e-06,1.69844e-07
A_3506,3.31884e-06,0.000480612,0.00398678,0.000128714,4.45458e-06,6.35894e-08
A_3507,2.47017e-06,0.000357494,0.0044983,0.000173617,6.90628e-06,1.1459e-07
A_3508,4.05359e-06,0.000586722,0.00546646,0.000240038,1.17445e-05,2.43647e-07
A_3509,3.66093e-06,0.000530251,0.00471329,0.000178405,7.41973e-06,1.28115e-07
A_3510,2.10697e-06,0.000305037,0.00376592,0.00012163,3.99361e-06,5.41049e-08
A_3511,2.88858e-06,0.000418192,0.00424633,0.000153455,5.74529e-06,8.93747e-08
A_3512,4.31593e-06,0.00062461,0.0049764,0.00023357,1.07276e-05,2.08316e-07
A_3513,3.40473e-06,0.000492849,0.00552967,0.000264426,1.31127e-05,2.76282e-07
A_3514,5.05683e-06,0.000732326,0.0044222,0.00018609,7.44974e-06,1.25212e-07
A_3515,4.24848e-06,0.0006153,0.00395535,0.000132104,4.69833e-06,6.96149e-08
A_3516,2.72756e-06,0.000394713,0.00527076,0.000233083,1.0589e-05,2.0095e-07
A_3517,2.29494e-06,0.00033211,0.00546078,0.000260722,1.25973e-05,2.57048e-07
A_3518,3.79642e-06,0.000549719,0.00420908,0.000145968,5.54921e-06,8.80294e-08
A_3519,4.68865e-06,0.000679161,0.00366523,0.000120291,3.96238e-06,5.38055e-08
A_3520,3.06723e-06,0.000443997,0.00487595,0.000201658,8.72923e-06,1.58457e-07
A_3521,2.19402e-06,0.000317425,0.00448986,0.000166535,6.53811e-06,1.0648e-07
A_3522,3.78225e-06,0.000547372,0.00543222,0.000267928,1.28919e-05,2.63194e-07
A_3523,4.45012e-06,0.000644348,0.00470286,0.000191465,8.28653e-06,1.5199e-07
A_3524,2.99398e-06,0.000433775,0.00390449,0.000130668,4.49846e-06,6.36435e-08
A_3525,3.40981e-06,0.000493759,0.00471578,0.000193748,8.02613e-06,1.37843e-07
A_3526,4.88448e-06,0.000707063,0.00550806,0.000256089,1.27195e-05,2.67613e-07
A_3527,4.14269e-06,0.000599754,0.00507964,0.000243842,1.1106e-05,2.1219e-07
A_3528,2.57741e-06,0.0003731,0.00417104,0.000150696,5.58404e-06,8.59766e-08
A_3529,3.9181e-06,0.000567888,0.00359171,0.000122057,3.99277e-06,5.42812e-08
A_3530,2.40014e-06,0.000347431,0.00490448,0.000199662,8.53815e-06,1.52336e-07
A_3531,3.1361e-06,0.000453943,0.00526549,0.000240672,1.12384e-05,2.21008e-07
A_3532,4.79217e-06,0.000693944,0.00415746,0.000144649,5.39061e-06,8.35939e-08
A_3533,5.15711e-06,0.000746618,0.00381227,0.000119495,4.1513e-06,5.98117e-08
A_3534,3.54033e-06,0.000512361,0.00499167,0.000221645,9.93233e-06,1.88532e-07
A_3535,2.82265e-06,0.000408534,0.0057156,0.00027037,1.34551e-05,2.82347e-07
A_3536,4.33757e-06,0.000627895,0.00440843,0.000173396,6.83819e-06,1.12579e-07
A_3537,4.30454e-06,0.000623005,0.00526941,0.000236058,1.10956e-05,2.19592e-07
A_3538,2.71695e-06,0.000393343,0.00430671,0.000168666,6.49701e-06,1.03932e-07
A_3539,3.60008e-06,0.000521589,0.0038216,0.000116114,3.88118e-06,5.33705e-08
A_3540,5.04972e-06,0.000731177,0.00461416,0.000188015,7.86446e-06,1.37711e-07
A_3541,4.60228e-06,0.000666064,0.00535568,0.00026647,1.31026e-05,2.75262e-07
A_3542,3.12952e-06,0.000453028,0.00459469,0.00017246,6.98134e-06,1.17535e-07
A_3543,2.34678e-06,0.00033971,0.00411253,0.00015008,5.38972e-06,7.97254e-08
A_3544,3.92918e-06,0.00056912,0.00507269,0.000220475,9.91525e-06,1.87214e-07
A_3545,2.58096e-06,0.000373556,0.00484158,0.000206335,8.65616e-06,1.51358e-07
A_3546,4.09353e-06,0.000592819,0.00350855,0.000104649,3.28323e-06,4.27105e-08
A_3547,4.9168e-06,0.000711637,0.00400955,0.000142186,5.14866e-06,7.75764e-08
A_3548,3.27025e-06,0.0004733,0.00514873,0.000222771,1.02918e-05,2.01625e-07
A_3549,2.89975e-06,0.000419692,0.00497742,0.000184109,8.08078e-06,1.48665e-07
A_3550,4.53717e-06,0.00065758,0.00378729,0.000125988,4.31245e-06,6.10863e-08
A_3551,3.64256e-06,0.000526983,0.00429882,0.000161417,6.3334e-06,1.04189e-07
A_3552,2.14975e-06,0.000311002,0.0055633,0.000271582,1.3281e-05,2.75371e-07
A_3553,3.05901e-06,0.000443063,0.00401844,0.000143898,5.1035e-06,7.48432e-08
A_3554,4.50848e-06,0.000652911,0.00481533,0.000200932,8.81169e-06,1.63269e-07
A_3555,3.8263e-06,0.000553833,0.00553684,0.000260974,1.26834e-05,2.61313e-07
A_3556,2.24171e-06,0.000324467,0.00459468,0.000166189,6.71273e-06,1.1289e-07
A_3557,2.63546e-06,0.000381715,0.00375141,0.000113645,3.72845e-06,5.05918e-08
A_3558,4.22716e-06,0.000612265,0.00470074,0.000197007,8.29377e-06,1.46033e-07
A_3559,4.96257e-06,0.000718377,0.00509783,0.000228038,1.05247e-05,2.05597e-07
A_3560,3.50411e-06,0.000507473,0.00432142,0.000161758,6.03873e-06,9.23956e-08
A_3561,4.42852e-06,0.000641105,0.00456148,0.000175686,7.10114e-06,1.19369e-07
A_3562,2.80578e-06,0.000405967,0.00563486,0.000298832,1.50605e-05,3.22502e-07
A_3563,2.05961e-06,0.000298051,0.00529063,0.000231779,1.07233e-05,2.0977e-07
A_3564,3.54648e-06,0.000513687,0.00397714,0.000141046,5.07084e-06,7.55934e-08
A_3565,4.00269e-06,0.000579671,0.00428526,0.00016204,6.23001e-06,9.96469e-08
A_3566,2.47058e-06,0.000357527,0.00557965,0.000243069,1.17132e-05,2.37815e-07
A_3567,3.18467e-06,0.000460894,0.00483732,0.000211165,9.09007e-06,1.65125e-07
A_3568,4.8253e-06,0.000698712,0.00367231,0.000118899,3.99725e-06,5.56829e-08
A_3569,4.4117e-06,0.000639007,0.00411088,0.000142054,5.29877e-06,8.23584e-08
A_3570,2.90966e-06,0.000421039,0.00539626,0.000256098,1.21961e-05,2.45329e-07
A_3571,2.05276e-06,0.000297082,0.00476681,0.00019727,8.49121e-06,1.52642e-07
A_3572,3.67939e-06,0.000532715,0.00367832,0.00012135,3.96021e-06,5.32705e-08
A_3573,4.11314e-06,0.000595888,0.00451226,0.000181815,7.28836e-06,1.21626e-07
A_3574,2.4837e-06,0.000359331,0.00563033,0.000262977,1.30248e-05,2.74335e-07
A_3575,3.27112e-06,0.000473525,0.00506207,0.000216065,9.62161e-06,1.79285e-07
A_3576,4.78608e-06,0.00069331,0.00378588,0.00011831,4.11559e-06,5.98006e-08
A_3577,3.04508e-06,0.000440893,0.00382381,0.000128468,4.40505e-06,6.24382e-08
A_3578,4.64338e-06,0.000672164,0.00481027,0.000187526,8.06999e-06,1.45479e-07
A_3579,3.81405e-06,0.000551957,0.00531908,0.000256493,1.22492e-05,2.47603e-07
A_3580,2.33618e-06,0.000338223,0.00456823,0.000173073,6.86908e-06,1.13372e-07
A_3581,2.7127e-06,0.00039278,0.00422797,0.000148099,5.44142e-06,8.25503e-08
A_3582,4.21209e-06,0.000609484,0.00502478,0.000241957,1.10343e-05,2.12436e-07
A_3583,5.07639e-06,0.000735354,0.00559407,0.000267821,1.34503e-05,2.86717e-07
A_3584,3.46265e-06,0.000501212,0.00463453,0.000189275,7.76331e-06,1.33689e-07
A_3585,2.58411e-06,0.000373996,0.00515967,0.000238925,1.09918e-05,2.1307e-07
A_3586,4.22415e-06,0.000611861,0.00403937,0.000135281,4.81581e-06,7.11248e-08
A_3587,4.87121e-06,0.000705274,0.00434768,0.000185502,7.35656e-06,1.22527e-07
A_3588,3.37879e-06,0.000488913,0.00564606,0.000276457,1.38641e-05,2.95023e-07
A_3589,3.00343e-06,0.000434762,0.00493719,0.000202129,8.72244e-06,1.57271e-07
A_3590,4.54186e-06,0.000657914,0.00363039,0.000123871,4.12075e-06,5.68716e-08
A_3591,3.77036e-06,0.000546133,0.00429829,0.00015163,5.81949e-06,9.24858e-08
A_3592,2.16807e-06,0.000313587,0.00538381,0.000250585,1.19866e-05,2.42755e-07
A_3593,4.27661e-06,0.000619074,0.00533993,0.000231664,1.11438e-05,2.27025e-07
A_3594,2.81732e-06,0.000407727,0.00456021,0.000177391,7.07223e-06,1.17202e-07
A_3595,3.57797e-06,0.000518148,0.00390187,0.000130067,4.53719e-06,6.54319e-08
A_3596,5.23559e-06,0.000758156,0.00490514,0.000213943,9.30274e-06,1.70009e-07
A_3597,4.73427e-06,0.000685477,0.00508481,0.0002441,1.12484e-05,2.18675e-07
A_3598,3.13813e-06,0.000454419,0.00415596,0.000147066,5.44857e-06,8.37389e-08
A_3599,2.44328e-06,0.000353774,0.00380431,0.000122523,4.0307e-06,5.42147e-08
A_3600,3.94555e-06,0.000571274,0.00465356,0.000184688,7.73174e-06,1.36118e-07
A_3601,3.93569e-06,0.000570016,0.00404963,0.000145477,5.26625e-06,7.899e-08
A_3602,2.31426e-06,0.000334853,0.00517008,0.000219752,1.0096e-05,1.94643e-07
A_3603,3.14929e-06,0.000455745,0.00571366,0.000297772,1.48516e-05,3.16811e-07
A_3604,4.67498e-06,0.000677031,0.00446245,0.000177799,7.25534e-06,1.24021e-07
A_3605,5.05469e-06,0.000730885,0.00359218,0.000112085,3.6995e-06,5.07726e-08
A_3606,3.53119e-06,0.000511219,0.00488667,0.000213113,9.19101e-06,1.66436e-07
A_3607,2.73296e-06,0.000395466,0.00546615,0.000243295,1.18015e-05,2.41868e-07
A_3608,4.36858e-06,0.000633007,0.0043299,0.000160091,6.15035e-06,9.72664e-08
A_3609,2.1794e-06,0.000315455,0.00468185,0.000163826,6.62197e-06,1.10924e-07
A_3610,3.67607e-06,0.000532139,0.00544384,0.000263709,1.29648e-05,2.70938e-07
A_3611,4.48626e-06,0.000649595,0.00490263,0.000205353,9.05988e-06,1.67865e-07
A_3612,2.88059e-06,0.000417001,0.00391027,0.000135031,4.73016e-06,6.84449e-08
A_3613,3.33905e-06,0.000483491,0.00423478,0.00016478,6.22145e-06,9.77969e-08
A_3614,4.92363e-06,0.000712933,0.0051785,0.000229543,1.06192e-05,2.06449e-07
A_3615,4.05782e-06,0.000587207,0.00462401,0.000188847,7.88096e-06,1.37595e-07
A_3616,2.57027e-06,0.000372363,0.00380074,0.000116565,3.86005e-06,5.26982e-08
A_3617,3.42579e-06,0.00049594,0.00524325,0.000222105,1.02435e-05,1.9788e-07
